"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"coldrain",63,"rock","hard rock","2019-08-28",3.78353333333333,0.522,0.97,-4.576,0.209,5.53e-05,0.246,121.054
"Bizarrap",45,"rap","trap","2019-07-11",2.53073333333333,0.904,0.546,-5.133,0.214,0.0199,0.25,99.853
"Marielle Hazlo",0,"latin","latin pop","2015-06-18",3.47466666666667,0.706,0.845,-4.473,0.176,0.53,0.249,81.499
"The Notorious B.I.G.",58,"rap","gangster rap","1994-09-13",3.958,0.622,0.711,-8.213,0.414,0.186,0.107,173.396
"Emily Lind",35,"pop","indie poptimism","2019-11-21",2.61378333333333,0.61,0.438,-6.166,0.0274,0.713,0.111,147.94
"Carlos Vives",10,"latin","latin hip hop","2017-07-28",3.21931666666667,0.748,0.884,-3.556,0.0501,0.0902,0.361,95.046
"L Devine",52,"pop","post-teen pop","2019-10-18",2.47063333333333,0.806,0.439,-8.917,0.068,0.0625,0.098,131.056
"Conejo",7,"latin","latin hip hop","2009-08-03",3.29045,0.589,0.864,-5.205,0.347,0.461,0.411,91.272
"Dirty Honkers",44,"edm","electro house",NA,3.87135,0.666,0.918,-5.891,0.0978,0.0281,0.1,122.99
"Płomień 81",55,"rap","hip hop","2019-11-28",3.96683333333333,0.513,0.739,-7.754,0.166,0.0611,0.091,139.944
"Norde",26,"edm","pop edm","2015-09-25",5.38843333333333,0.435,0.786,-6.063,0.0934,0.131,0.0839,181.485
"Saul",54,"rock","hard rock","2019-01-23",4.33021666666667,0.481,0.979,-3.383,0.0816,3.32e-05,0.135,105.005
"Greyson Chance",55,"pop","dance pop","2019-11-08",2.92713333333333,0.44,0.666,-4.852,0.0808,0.0473,0.104,76.536
"Anthony Hamilton",42,"r&b","neo soul","2005-12-13",3.686,0.839,0.488,-8.497,0.0979,0.0186,0.116,156.022
"The Black Keys",69,"rock","album rock","2011-12-06",3.73888333333333,0.505,0.833,-4.632,0.0475,0.00772,0.069,130.121
"Vintage Trouble",40,"rock","classic rock","2015-08-14",3.66241666666667,0.649,0.944,-4.518,0.0485,0.0158,0.161,126.059
"Lewis Capaldi",67,"latin","tropical","2019-02-15",2.61953333333333,0.713,0.638,-4.666,0.0424,0.519,0.184,119.842
"Fideo y los del mondo",17,"latin","tropical","2016-11-29",3.25545,0.713,0.775,-7.62,0.0813,0.669,0.353,110.118
"Bacilos",68,"latin","tropical","2001-04-24",5.20666666666667,0.643,0.576,-6.896,0.0303,0.0267,0.273,97.022
"Neil Young",43,"rock","classic rock","2019-10-25",3.73385,0.383,0.577,-12.461,0.03,0.0157,0.0812,79.96
"Cosculluela",1,"latin","reggaeton","2009-01-01",3.95911666666667,0.843,0.727,-4.172,0.228,0.096,0.341,90
"Owl City",78,"pop","post-teen pop","2009-01-01",3.80578333333333,0.513,0.661,-6.8,0.0439,0.0274,0.118,180.118
"Deorro",41,"edm","progressive electro house","2014-06-23",3.93101666666667,0.667,0.949,-3.228,0.054,0.00287,0.621,127.953
"Sidney Housen",7,"edm","electro house","2014-07-04",3.34375,0.605,0.848,-4.476,0.1,0.25,0.122,128.026
"DJ Shadow",0,"r&b","neo soul","2016-06-24",3.4718,0.82,0.809,-8.283,0.196,0.0275,0.308,101.015
"CNCO",40,"latin","latin hip hop","2019-08-23",2.92293333333333,0.756,0.697,-4.765,0.0652,0.0116,0.234,142.106
"Dalex",83,"latin","latin pop","2019-05-10",4.77511666666667,0.681,0.648,-5.021,0.38,0.524,0.104,172.019
"Martin Garrix",1,"edm","progressive electro house","2013-12-16",3.37355,0.565,0.916,-4.715,0.052,0.00439,0.617,127.844
"Dannic",14,"edm","progressive electro house","2018-10-15",2.45311666666667,0.569,0.98,-2.69,0.0461,0.000278,0.655,127.975
"Elley Duhé",57,"r&b","hip pop","2020-01-10",3.07413333333333,0.41,0.611,-8.271,0.0467,0.0228,0.116,185.727
"Marrakesh",45,"pop","indie poptimism","2020-01-10",3.02246666666667,0.492,0.656,-8.495,0.0373,0.204,0.114,141.997
"BONES",31,"rap","gangster rap","2018-05-01",1.7548,0.947,0.696,-8.516,0.109,0.0286,0.064,120.019
"Zedd",30,"edm","pop edm","2014-01-01",5.36778333333333,0.619,0.835,-2.992,0.0272,0.00574,0.602,128
"Big Time Rush",58,"pop","post-teen pop","2010-10-11",3.73888333333333,0.531,0.771,-6.162,0.0468,0.0735,0.17,159.973
"Klangkarussell",48,"latin","tropical","2014-07-28",3.96158333333333,0.456,0.563,-8.627,0.0644,0.191,0.0978,119.94
"The Cure",43,"rock","permanent wave","1980-04-18",3.67733333333333,0.676,0.839,-8.775,0.0752,0.0364,0.1,80.417
"Raftaar",55,"rap","hip hop","2019-02-12",3.63076666666667,0.789,0.726,-8.811,0.208,0.216,0.343,86.701
"Hollywood Undead",59,"rock","hard rock","2019-10-25",3.94556666666667,0.359,0.964,-4.237,0.408,0.000439,0.131,159.978
"Dontcry",44,"latin","tropical","2018-10-04",1.47945,0.704,0.584,-11.159,0.0452,0.386,0.324,146.033
"Slick Rick",0,"rap","gangster rap","2004-01-01",3.972,0.913,0.546,-7.525,0.128,0.107,0.321,102.652
"George Ogilvie",0,"r&b","urban contemporary","2015-05-25",5.43333333333333,0.445,0.222,-8.788,0.0344,0.722,0.104,114.488
"Río Roma",65,"latin","latin pop","2019-02-08",3.61531666666667,0.607,0.737,-5.362,0.0618,0.121,0.116,140.016
"Tame Impala",75,"pop","dance pop","2012-01-01",3.216,0.303,0.9,-2.352,0.0574,0.0277,0.11,149.508
"Amtrac",58,"edm","electro house","2020-01-03",3.9663,0.652,0.751,-8.327,0.0369,0.112,0.102,122.024
"Tony Succar",40,"latin","tropical","2019-05-24",4.50333333333333,0.733,0.879,-3.909,0.0462,0.0281,0.219,106.021
"Parcels",60,"pop","indie poptimism","2018-10-12",3.41748333333333,0.803,0.662,-8.073,0.0308,0.642,0.151,105.012
"Algebra Blessett",0,"r&b","neo soul","2008-02-26",3.54378333333333,0.463,0.713,-6.927,0.0937,0.00896,0.216,173.688
"Frank Ocean",67,"r&b","neo soul","2012-01-01",3.90155,0.913,0.603,-4.892,0.226,0.0272,0.167,123.061
"Mariah",72,"latin","latin hip hop","2019-09-27",3.506,0.788,0.701,-3.064,0.241,0.313,0.249,180.007
"Phlocalyst",56,"rap","hip hop","2019-12-20",2.2,0.502,0.15,-20.066,0.0364,0.72,0.109,79.978
"Christopher Shayne",32,"rock","classic rock","2019-11-08",3.49371666666667,0.465,0.837,-3.744,0.033,0.0749,0.0904,145.9
"Summer Walker",68,"r&b","neo soul","2018-10-19",3.38733333333333,0.693,0.369,-12.683,0.175,0.637,0.0951,140.148
"Capital Bra",49,"rap","gangster rap","2017-02-03",3.10088333333333,0.559,0.845,-4.956,0.584,0.0647,0.0561,185.147
"Chuckii Booker",16,"r&b","new jack swing",NA,6.87066666666667,0.798,0.728,-9.609,0.0378,0.0225,0.102,104.975
"Myzica",23,"pop","indie poptimism","2016-09-09",3.44355,0.281,0.654,-7.765,0.0359,0.268,0.0631,172.009
"Skooly",15,"rap","gangster rap","2019-05-09",3.15363333333333,0.702,0.67,-5.684,0.0873,0.0535,0.0813,75.975
"R. Kelly",1,"r&b","new jack swing","2002-03-15",4.71488333333333,0.587,0.507,-6.478,0.0285,0.24,0.148,120.467
"Michael Shynes",39,"latin","latin pop","2019-11-15",3.84668333333333,0.619,0.35,-10.625,0.0314,0.0343,0.116,74.969
"J Balvin",82,"latin","latin hip hop","2020-01-09",3.34445,0.881,0.696,-3.838,0.0797,0.137,0.0927,97.002
"Zac Samuel",38,"edm","progressive electro house","2017-03-24",3.39231666666667,0.681,0.783,-5.986,0.034,0.132,0.156,117.985
"Khalid",76,"pop","dance pop","2018-09-14",3.82355,0.442,0.585,-10.332,0.0964,0.0984,0.14,97.565
"Musiq Soulchild",50,"r&b","neo soul","2002-01-01",5.07378333333333,0.543,0.526,-6.664,0.0316,0.218,0.0959,101.966
"Kelly Clarkson",72,"latin","latin hip hop","2004-01-17",3.14933333333333,0.662,0.741,-5.406,0.0334,0.00165,0.114,131
"Hot Chocolate",71,"rock","album rock",NA,4.082,0.791,0.734,-5.464,0.0629,0.522,0.167,105.854
"Jenil",20,"edm","big room","2019-07-03",2.59333333333333,0.692,0.971,-4.282,0.145,0.000391,0.334,149.969
"Dynoro",84,"latin","tropical","2018-06-08",3.076,0.694,0.77,-5.335,0.149,0.176,0.118,125.905
"Adele",56,"r&b","neo soul","2011-01-19",4.63245,0.706,0.569,-7.044,0.0861,0.023,0.0731,159.824
"Machel Montano",36,"latin","latin hip hop","2015-09-04",3.81965,0.502,0.944,-1.884,0.148,0.116,0.293,195.804
"The Academic",24,"rock","permanent wave","2018-01-12",3.5794,0.565,0.797,-4.424,0.0281,0.00132,0.083,106.999
"Thomas Jack",48,"latin","tropical","2016-07-08",3.02913333333333,0.721,0.925,-3.539,0.0455,0.0652,0.292,114.032
"LL Cool J",44,"r&b","new jack swing","1995-11-21",4.9,0.808,0.535,-11.47,0.206,0.381,0.111,95
"Yann Muller",51,"latin","tropical","2019-07-12",3.91935,0.711,0.722,-11.961,0.037,0.114,0.497,124.016
"Jimi Hendrix",0,"rock","hard rock","2000-03-27",3.58933333333333,0.544,0.834,-5.617,0.0553,0.0167,0.14,133.713
"OutKast",59,"rap","southern hip hop","1994-04-26",4.35445,0.857,0.764,-6.304,0.246,0.0402,0.425,93.071
"The Who",18,"rock","classic rock","1969-05-23",3.01571666666667,0.543,0.715,-8.89,0.0356,0.0192,0.256,124.011
"flor",62,"pop","indie poptimism","2019-09-06",3.92845,0.726,0.657,-7.066,0.0327,0.00765,0.0975,114.996
"Impulz",23,"edm","big room","2019-09-27",3.85631666666667,0.778,0.932,-4.516,0.161,0.0215,0.299,140.012
"DEAN FUJIOKA",37,"pop","dance pop","2019-01-30",4.02808333333333,0.676,0.724,-5.974,0.0576,0.506,0.124,105.948
"Yves V",46,"edm","progressive electro house","2019-09-13",3.0873,0.691,0.868,-3.807,0.0735,0.016,0.0605,126.205
"Creed",68,"rock","permanent wave","2001-01-01",3.97066666666667,0.386,0.677,-5.83,0.0346,0.00841,0.341,126.602
"Gary Numan",7,"rock","album rock","1981-04-01",3.92445,0.488,0.595,-9.074,0.0533,0.0421,0.143,128.013
"Cabela and Schmitt",42,"edm","big room","2017-10-06",3.3833,0.626,0.665,-7.279,0.0283,0.81,0.119,158.179
"Be Vis",65,"rap","trap","2018-05-17",2.58793333333333,0.832,0.535,-10.714,0.194,0.143,0.246,120.008
"ZHU",61,"edm","big room","2019-10-25",3.26626666666667,0.794,0.531,-6.798,0.0448,0.0184,0.101,117.968
"Antonio José",69,"latin","latin pop","2019-09-26",2.54536666666667,0.563,0.729,-4.178,0.16,0.0623,0.0378,80.51
"SWV",49,"r&b","new jack swing","1996-04-23",4.71,0.79,0.608,-7.151,0.0363,0.522,0.193,94.166
"Mark Ronson",74,"edm","pop edm","2019-05-30",2.94028333333333,0.605,0.664,-7.162,0.0316,0.00548,0.204,103.997
"Ozzy Osbourne",65,"rock","hard rock","1983-12-10",4.28533333333333,0.303,0.961,-5.333,0.243,0.00253,0.132,146.591
"Equalz",47,"latin","latin hip hop","2019-02-08",2.26306666666667,0.823,0.648,-5.127,0.0845,0.0763,0.0902,101.906
"Syd",58,"r&b","urban contemporary","2019-11-15",3.11155,0.664,0.354,-7.862,0.0539,0.205,0.109,110.936
"Dr. Dre",70,"rap","gangster rap","1999-11-16",2.69178333333333,0.922,0.909,-2.429,0.27,0.0281,0.0856,95.295
"Ed Sheeran",90,"r&b","hip pop","2019-05-10",3.66578333333333,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956
"Steve Aoki",40,"edm","pop edm","2019-12-20",3.5625,0.603,0.953,-3.838,0.0382,0.084,0.308,128.032
"Bakar",67,"r&b","urban contemporary","2019-08-15",3.55955,0.584,0.684,-4.314,0.567,0.312,0.112,210.164
"Ava Max",81,"r&b","urban contemporary","2019-08-19",3.3001,0.664,0.831,-4.472,0.0435,0.111,0.0596,125.058
"Rauw Alejandro",76,"rap","trap","2019-12-13",4.83165,0.771,0.769,-3.504,0.0694,0.18,0.345,167.969
"ESCHES",35,"r&b","neo soul","2019-02-01",3.74493333333333,0.566,0.188,-16.824,0.0666,0.676,0.102,59.056
"Future",61,"rap","hip hop","2019-07-23",2.60778333333333,0.855,0.561,-5.105,0.277,0.00135,0.187,157.016
"Dirty South",35,"edm","progressive electro house","2013-03-05",4.0969,0.575,0.847,-4.687,0.0298,0.0138,0.201,129.004
"My Own Words",36,"rock","hard rock","2019-11-20",3.94855,0.468,0.939,-4.633,0.0846,0.000249,0.132,145.954
"Nekfeu",0,"r&b","urban contemporary","2015-06-08",4.56243333333333,0.873,0.539,-5.649,0.315,0.132,0.124,100.033
"Frenna",62,"latin","latin hip hop","2019-08-29",3.1344,0.813,0.79,-4.303,0.0897,0.00252,0.0552,93.008
"Sofia Reyes",67,"latin","reggaeton","2019-10-11",2.90908333333333,0.728,0.767,-3.806,0.0871,0.0253,0.171,176.148
"Mahalia",67,"r&b","neo soul","2019-07-03",2.79466666666667,0.695,0.746,-3.952,0.0482,0.227,0.254,91.698
"Cartoon",71,"pop","electropop","2015-07-09",3.45115,0.458,0.696,-4.742,0.0402,0.285,0.123,174.141
"Su Presencia",51,"latin","latin hip hop","2018-05-30",4.04675,0.667,0.867,-5.559,0.0466,0.046,0.0772,96.948
"Swedish House Mafia",67,"pop","indie poptimism","2011-05-13",3.55563333333333,0.507,0.665,-7.598,0.0474,0.0144,0.0759,126.879
"Porcupine Tree",51,"rock","album rock","2002-09-24",4.39245,0.498,0.845,-5.123,0.0373,0.00138,0.09,95.175
"DVBBS",60,"latin","tropical","2017-02-24",3.25311666666667,0.749,0.747,-6.457,0.121,0.0938,0.256,109.063
"Lil Baby",88,"rap","gangster rap","2019-11-08",3.05018333333333,0.882,0.602,-5.554,0.245,0.0177,0.178,142.959
"Jimmie Vaughan",38,"rock","classic rock","1996-02-20",6.39511666666667,0.394,0.337,-10.709,0.0476,0.339,0.165,178.32
"Pitbull",56,"latin","latin hip hop","2019-09-27",3.77955,0.671,0.918,-3.588,0.0774,0.0593,0.206,92.132
"Not3s",61,"r&b","urban contemporary","2019-12-06",3.12301666666667,0.556,0.692,-5.986,0.284,0.183,0.131,105.473
"Pools",40,"edm","electro house","2019-01-21",2.08966666666667,0.761,0.549,-10.617,0.0495,0.861,0.109,133.995
"Rihanna",75,"edm","pop edm","2011-11-18",3.58711666666667,0.734,0.766,-4.485,0.0383,0.025,0.108,127.986
"Chris Brown",71,"latin","latin pop","2019-06-25",3.41466666666667,0.66,0.395,-5.242,0.0333,0.873,0.112,81.997
"Knowsum",49,"rap","hip hop","2019-12-25",1.7157,0.728,0.415,-10.938,0.0565,0.951,0.103,84.082
"Fat Pat",33,"rap","southern hip hop","1998-03-03",5.65421666666667,0.732,0.584,-8.641,0.138,0.0408,0.0558,176.72
"MC Igu",52,"rap","trap","2019-06-05",3.6651,0.869,0.427,-9.774,0.178,0.635,0.0983,139.978
"PLANKGAS",36,"latin","latin pop","2019-11-19",3.45968333333333,0.728,0.894,-5.087,0.0521,0.14,0.928,124.02
"R3HAB",55,"edm","pop edm","2018-08-23",2.30496666666667,0.712,0.496,-6.061,0.124,0.44,0.186,141.212
"Camel",0,"rock","album rock","1978-01-01",7.33778333333333,0.198,0.618,-8.483,0.0309,0.0107,0.0999,153.479
"Eminem",79,"r&b","hip pop","2020-01-17",3.51333333333333,0.808,0.745,-5.26,0.342,0.145,0.292,165.995
"Zola Blood",2,"pop","indie poptimism","2017-05-26",3.76021666666667,0.666,0.574,-8.831,0.0318,0.312,0.111,95.005
"iann dior",80,"r&b","hip pop","2019-05-22",2.18688333333333,0.63,0.63,-6.211,0.0395,0.0131,0.142,80.512
"Mick Jenkins",0,"r&b","urban contemporary","2015-08-21",3.15378333333333,0.605,0.744,-4.869,0.0845,0.0526,0.104,114.012
"Soccer Mommy",61,"pop","dance pop","2018-03-02",3.23348333333333,0.652,0.669,-7.797,0.0262,0.122,0.169,115.047
"Miley Cyrus",77,"pop","electropop","2017-09-29",3.86511666666667,0.573,0.781,-6.406,0.0555,0.0767,0.0813,139.934
"El General",60,"latin","reggaeton",NA,4.36445,0.846,0.85,-5.707,0.0509,0.162,0.355,115.341
"Dr. Dre",71,"rap","southern hip hop","1999-11-16",3.70488333333333,0.924,0.74,-1.299,0.0774,0.0827,0.163,133.974
"Wale",1,"rap","southern hip hop","2017-01-20",3.59066666666667,0.792,0.675,-4.526,0.093,0.0722,0.143,127.076
"Drake",1,"rap","southern hip hop","2013-01-01",2.886,0.79,0.54,-6.959,0.183,0.0391,0.266,86.308
"ICEHOUSE",0,"pop","electropop","2013-09-20",3.66711666666667,0.723,0.914,-5.13,0.0409,0.0862,0.231,135.547
"UFO",0,"rock","hard rock","2014-02-21",4.58711666666667,0.303,0.919,-6.071,0.119,3.29e-06,0.332,153.821
"Semser",19,"edm","electro house","2019-01-02",2.51968333333333,0.754,0.434,-8.458,0.135,0.0746,0.104,126.991
"Brent Faiyaz",64,"r&b","neo soul","2018-10-19",3.05036666666667,0.587,0.177,-12.522,0.0647,0.574,0.097,75.039
"DJ C Club",0,"edm","progressive electro house","2014-05-06",3.21875,0.673,0.955,-2.807,0.0615,0.0748,0.351,128.014
"Twenty One Pilots",71,"rock","permanent wave","2015-05-15",3.91355,0.613,0.873,-6.376,0.0449,0.00397,0.367,129.989
"Lil Uzi Vert",91,"rap","hip hop","2019-12-12",3.31521666666667,0.881,0.457,-8.191,0.156,0.0327,0.231,136.97
"Gliffo",40,"latin","latin pop","2019-11-08",3.5885,0.359,0.795,-6.567,0.18,0.0579,0.349,67.763
"Flowbee",0,"latin","latin hip hop","2005-10-14",3.44378333333333,0.634,0.944,-4.72,0.0318,0.00218,0.252,127.001
"Jay y el Punto",20,"latin","latin pop","2008-06-16",3.75821666666667,0.782,0.813,-6.068,0.0468,0.206,0.113,98.017
"The Velvet Underground",11,"rock","permanent wave","1967-03-12",2.93021666666667,0.505,0.427,-13.217,0.0278,0.0897,0.0802,105.816
"Childish Gambino",15,"r&b","neo soul","2016-12-02",5.44888333333333,0.745,0.359,-10.429,0.112,0.192,0.138,160.123
"Victor Muñoz",38,"latin","latin pop",NA,3.49911666666667,0.75,0.948,-4.143,0.0459,0.315,0.0816,119.948
"Jamie xx",7,"r&b","hip pop","2015-03-27",4.71778333333333,0.646,0.629,-10.775,0.0427,0.00426,0.122,109.013
"Hellberg",2,"edm","pop edm","2015-03-16",4.42766666666667,0.49,0.72,-3.797,0.0351,0.0691,0.121,125.993
"Ace of Base",68,"pop","electropop",NA,3.18733333333333,0.808,0.786,-6.897,0.0447,0.00928,0.0574,96.987
"The Chainsmokers",51,"edm","pop edm","2016-09-23",2.68533333333333,0.775,0.559,-5.89,0.0417,0.081,0.219,100.042
"Matt Simons",46,"pop","indie poptimism","2016-08-26",3.2248,0.683,0.747,-4.82,0.0335,0.0335,0.11,107.02
"Nanpa Básico",71,"rap","hip hop","2019-03-22",3.41048333333333,0.867,0.468,-7.056,0.0875,0.374,0.112,116.954
"James Blake",45,"r&b","urban contemporary","2019-01-18",3.73,0.318,0.0297,-16.581,0.0391,0.957,0.0969,129.706
"Chris Brown",68,"r&b","urban contemporary","2019-06-28",3.41466666666667,0.66,0.395,-5.242,0.0333,0.873,0.112,81.997
"Santa RM",49,"rap","hip hop","2019-12-20",3.18445,0.842,0.463,-10.723,0.213,0.229,0.109,125.188
"Calvin Harris",77,"latin","tropical","2016-09-16",3.65266666666667,0.819,0.913,-3.059,0.0427,0.0935,0.161,119.989
"Amandla Stenberg",43,"r&b","neo soul","2017-05-11",2.41555,0.542,0.357,-6.938,0.0365,0.334,0.0724,102.251
"Sia",67,"edm","progressive electro house","2016-10-21",3.63178333333333,0.636,0.789,-4.905,0.0892,0.0834,0.391,128.028
"Niall Horan",14,"pop","electropop","2017-10-20",3.13623333333333,0.734,0.418,-6.678,0.0425,0.0129,0.0579,85.909
"The Offspring",77,"rock","permanent wave","2008-06-17",2.96378333333333,0.55,0.917,-3.159,0.0638,0.00428,0.197,126.115
"Sabrina Carpenter",55,"pop","post-teen pop","2016-05-20",3.13266666666667,0.766,0.576,-5.614,0.0426,0.00404,0.0794,122.975
"Afro B",66,"latin","latin pop","2019-06-25",3.46273333333333,0.934,0.642,-6.489,0.117,0.037,0.0754,108.027
"Jacob Tillberg",52,"edm","electro house","2019-09-13",2.92063333333333,0.655,0.899,-2.314,0.0372,0.00273,0.34,126.021
"Aminé",0,"rap","hip hop","2017-05-26",3.66888333333333,0.759,0.496,-7.639,0.173,0.374,0.11,107.082
"Tucka",38,"rap","southern hip hop","2009-11-05",5.42088333333333,0.845,0.73,-5.377,0.0356,0.275,0.135,107.011
"Capo Plaza",70,"rap","trap","2019-11-22",2.875,0.681,0.635,-7.856,0.0792,0.0177,0.119,160.027
"Stephen Marley",1,"rap","southern hip hop","2016-07-22",5.17933333333333,0.577,0.811,-4.868,0.0835,0.318,0.165,155.992
"Lin-Manuel Miranda",69,"pop","indie poptimism","2015-09-25",5.55256666666667,0.829,0.649,-6.764,0.317,0.15,0.0904,90.936
"H.E.R.",60,"r&b","neo soul","2016-09-09",3.33658333333333,0.597,0.291,-13.483,0.0576,0.255,0.108,87.082
"G-Eazy",29,"rap","hip hop","2019-08-22",3.00968333333333,0.528,0.705,-4.767,0.352,0.0691,0.109,160.014
"The Offspring",10,"rock","hard rock","1998-11-16",3.14445,0.722,0.895,-3.684,0.118,0.101,0.0695,143.383
"Gil Sanders",15,"edm","progressive electro house","2018-12-14",2.74545,0.615,0.92,-4.347,0.0825,0.0261,0.173,110.002
"Ken Clayton",29,"rock","hard rock","2014-10-20",4.207,0.486,0.698,-6.963,0.029,0.227,0.138,86.989
"Nimo",77,"rap","hip hop","2019-10-31",4.25221666666667,0.698,0.634,-6.121,0.0742,0.139,0.338,159.992
"Frank Mccomb",14,"r&b","neo soul","2000-08-26",3.17666666666667,0.634,0.328,-11.329,0.0597,0.882,0.0903,108.085
"Summer Walker",76,"r&b","urban contemporary","2019-11-22",3.0523,0.685,0.667,-3.837,0.0365,0.0564,0.115,95.518
"Jinco",42,"rap","trap","2019-07-26",4,0.562,0.859,-3.29,0.411,0.15,0.0794,184.059
"Frenna",69,"latin","latin hip hop","2019-12-12",3.02253333333333,0.864,0.612,-3.785,0.0472,0.000742,0.0656,107.99
"Jory Boy",67,"latin","latin hip hop","2017-03-11",3.88751666666667,0.748,0.69,-3.812,0.0477,0.0353,0.315,131.972
"YG",61,"r&b","urban contemporary","2018-08-03",4.74488333333333,0.735,0.44,-7.647,0.0469,0.0682,0.33,87.985
"Breaking Benjamin",2,"rock","hard rock","2015-06-23",3.81445,0.4,0.886,-5.079,0.0513,0.000783,0.132,196.052
"Purple Mountains",57,"r&b","hip pop","2019-07-12",4.338,0.505,0.746,-7.793,0.0271,0.00165,0.266,138.126
"Lund",8,"r&b","urban contemporary","2016-10-26",3.34378333333333,0.828,0.581,-2.659,0.0429,0.0423,0.109,133.999
"Stormzy",2,"rap","gangster rap","2015-09-11",3.01538333333333,0.462,0.668,-9.658,0.563,0.831,0.636,86.993
"Tapps",32,"latin","latin hip hop","2011-08-24",6.49256666666667,0.693,0.907,-6.182,0.0437,0.00106,0.0875,134.945
"Kelvin Jones",51,"pop","electropop","2015-10-02",4.52111666666667,0.805,0.499,-10.678,0.0382,0.839,0.0685,102.996
"Jeru The Damaja",50,"rap","southern hip hop","1994-05-24",4.95066666666667,0.812,0.778,-13.957,0.292,0.6,0.11,87.713
"Mark Ronson",79,"latin","latin hip hop","2018-11-30",3.62445,0.601,0.794,-5.844,0.0671,0.00987,0.388,114.066
"Camel",0,"rock","album rock","2009-01-01",5.42155,0.341,0.423,-10.886,0.0297,0.408,0.117,113.377
"Karyn White",35,"r&b","new jack swing",NA,4.11933333333333,0.68,0.941,-7.509,0.0374,0.484,0.0656,110.264
"Marco McKinnis",42,"r&b","urban contemporary","2018-08-24",3.09,0.521,0.477,-8.585,0.105,0.448,0.109,139.561
"Thirty Seconds To Mars",0,"latin","latin pop","2007-03-13",3.9142,0.466,0.307,-11.126,0.0419,0.685,0.106,129.171
"The Treatment",34,"rock","hard rock","2019-03-22",2.73845,0.478,0.955,-2.955,0.069,0.00288,0.16,180.018
"J.Pappas",40,"pop","indie poptimism","2019-11-08",3.27805,0.786,0.288,-16.449,0.104,0.587,0.524,102.635
"Purity Ring",60,"pop","dance pop","2012-07-23",3.496,0.609,0.798,-4.448,0.0404,0.018,0.434,130.034
"John Legend",18,"r&b","neo soul",NA,4.69111666666667,0.469,0.132,-14.001,0.0807,0.929,0.0873,67.011
